team_id,year,league_id,level_id,split_id,ab,ip,bf,tb,ha,k,rs,bb,r,er,gb,fb,pi,ipf,g,gs,w,l,s,sa,da,sh,sf,ta,hra,bk,ci,iw,wp,hp,gf,dp,qs,svo,bs,ra,cg,sho,sb,cs,hld,r9,avg,obp,slg,ops,h9,k9,hr9,bb9,cgp,fip,qsp,winp,rsg,svp,bsvp,gfp,era,pig,ws,whip,gbfbp,kbb,babip
25,2024,200,1,1,556,144,636,210,144,111,66,67,59,58,168,136,2252,0,16,16,8,8,2,111,15,3,4,3,15,0,0,1,2,6,16,15,15,3,1,34,0,1,8,1,2,13.5625,0.2590,0.3428,0.3777,0.7205,9.0000,6.9375,0.9375,4.1875,0.0000,0.0000,0.9375,0.5000,4.1250,0.6667,0.3333,0.4706,3.6250,125.1111,0.0000,1.4653,0.5526,1.6567,0.2972
26,2024,200,1,1,567,141,615,245,164,109,51,42,68,61,162,132,2316,0,16,16,8,8,4,115,33,1,3,0,16,0,0,1,1,2,16,14,7,4,0,41,0,0,7,3,4,13.2766,0.2892,0.3388,0.4321,0.7709,10.4681,6.9574,1.0213,2.6809,0.0000,0.0000,0.4375,0.5000,3.1875,1.0000,0.0000,0.3902,3.8936,121.8947,0.0000,1.4610,0.5510,2.5952,0.3326
27,2024,200,1,1,516,132,566,201,137,86,48,40,64,62,152,145,1975,2,15,15,5,10,2,102,20,4,3,1,14,0,0,2,6,3,13,14,8,2,0,32,2,1,17,1,2,12.2111,0.2655,0.3203,0.3895,0.7098,9.2940,5.8342,0.9497,2.7136,0.1333,0.0000,0.5333,0.3333,3.2000,1.0000,0.0000,0.4062,4.2060,109.7222,0.0000,1.3342,0.5118,2.1500,0.2936
28,2024,200,1,1,588,140,660,362,196,113,47,57,129,129,149,138,2434,0,16,16,5,11,2,115,36,5,4,5,40,1,0,3,5,6,16,15,4,4,2,45,0,0,16,1,1,16.6500,0.3333,0.3954,0.6156,1.0111,12.6000,7.2643,2.5714,3.6643,0.0000,0.0000,0.2500,0.3125,2.9375,0.5000,0.5000,0.3556,8.2929,128.1053,0.0000,1.8071,0.5192,1.9825,0.3554
29,2024,200,1,1,618,165,679,239,146,133,70,53,68,68,185,159,2470,0,18,18,12,6,9,93,30,3,4,6,17,0,0,5,3,1,18,16,13,11,2,41,0,0,14,2,3,10.9091,0.2362,0.2959,0.3867,0.6826,7.9636,7.2545,0.9273,2.8909,0.0000,0.0000,0.7222,0.6667,3.8889,0.8182,0.1818,0.4390,3.7091,130.0000,0.0000,1.2061,0.5378,2.5094,0.2733
30,2024,200,1,1,490,131,553,213,122,99,47,50,65,64,154,122,1978,0,15,15,10,5,9,75,24,6,4,2,21,0,0,4,3,3,15,12,9,11,2,36,0,1,8,1,7,12.0229,0.2490,0.3199,0.4347,0.7546,8.3817,6.8015,1.4427,3.4351,0.0000,0.0000,0.6000,0.6667,3.1333,0.8182,0.1818,0.4167,4.3969,116.3529,0.0000,1.3130,0.5580,1.9800,0.2701
31,2024,201,2,1,305,80,342,119,76,68,29,32,37,37,82,76,1253,0,9,9,5,4,0,50,17,0,1,1,8,1,2,0,2,2,9,11,6,2,2,20,0,1,2,2,1,12.3750,0.2492,0.3235,0.3902,0.7137,8.5500,7.6500,0.9000,3.6000,0.0000,0.0000,0.6667,0.5556,3.2222,0.0000,1.0000,0.4500,4.1625,89.5000,0.0000,1.3500,0.5190,2.1250,0.2957
32,2024,201,2,1,302,81,336,101,69,58,26,26,25,25,90,85,1235,0,9,9,6,3,5,49,12,0,1,4,4,0,0,1,2,7,9,9,6,7,2,19,0,1,1,1,4,11.3333,0.2285,0.3036,0.3344,0.6380,7.6667,6.4444,0.4444,2.8889,0.0000,0.0000,0.6667,0.6667,2.8889,0.7143,0.2857,0.4737,2.7778,123.5000,0.0000,1.1728,0.5143,2.2308,0.2697
33,2024,201,2,1,300,78,334,123,78,51,25,23,40,39,85,87,1206,0,9,9,3,6,0,49,20,1,2,2,7,0,0,4,4,8,9,5,4,0,0,16,0,0,3,2,1,12.5769,0.2600,0.3273,0.4100,0.7373,9.0000,5.8846,0.8077,2.6538,0.0000,0.0000,0.4444,0.3333,2.7778,0.0000,0.0000,0.5625,4.5000,100.5000,0.0000,1.2949,0.4942,2.2174,0.2910
34,2024,201,2,1,317,79,353,133,86,48,25,27,38,28,94,88,1253,0,9,9,6,3,5,59,16,1,3,2,9,3,1,0,1,4,9,6,4,6,1,20,0,0,8,1,4,13.3291,0.2713,0.3333,0.4196,0.7529,9.7975,5.4684,1.0253,3.0759,0.0000,0.0000,0.4444,0.6667,2.7778,0.8333,0.1667,0.4500,3.1899,104.4167,0.0000,1.4304,0.5165,1.7778,0.2928
35,2024,201,2,1,285,77,318,102,61,51,27,26,31,27,67,105,1126,0,9,9,5,4,4,39,12,1,2,1,9,0,0,0,1,4,8,4,4,4,0,13,1,1,9,1,2,10.6364,0.2140,0.2871,0.3579,0.6450,7.1299,5.9610,1.0519,3.0390,0.1111,0.0000,0.4444,0.5556,3.0000,1.0000,0.0000,0.6154,3.1558,125.1111,0.0000,1.1299,0.3895,1.9615,0.2291
36,2024,201,2,1,322,87,362,117,74,65,26,31,35,34,98,87,1372,0,10,10,6,4,4,49,16,4,1,0,9,0,0,0,2,4,10,11,3,5,0,20,0,0,13,0,4,11.2759,0.2298,0.3045,0.3634,0.6678,7.6552,6.7241,0.9310,3.2069,0.0000,0.0000,0.3000,0.6000,2.6000,1.0000,0.0000,0.5000,3.5172,114.3333,0.0000,1.2069,0.5297,2.0968,0.2610
37,2024,201,2,1,298,80,338,122,68,66,19,31,41,38,96,69,1300,0,9,9,2,7,0,40,15,5,1,0,13,2,0,0,6,3,9,8,2,0,0,26,0,0,4,1,0,11.4750,0.2282,0.3063,0.4094,0.7157,7.6500,7.4250,1.4625,3.4875,0.0000,0.0000,0.2222,0.2222,2.1111,0.0000,0.0000,0.3462,4.2750,100.0000,0.0000,1.2375,0.5818,2.1290,0.2500
38,2024,201,2,1,326,81,373,137,92,78,37,35,54,51,94,64,1377,0,9,9,3,6,1,60,25,2,3,1,6,1,0,1,3,7,9,3,2,1,0,21,0,1,10,4,0,14.8889,0.2822,0.3612,0.4202,0.7814,10.2222,8.6667,0.6667,3.8889,0.0000,0.0000,0.2222,0.3333,4.1111,1.0000,0.0000,0.4286,5.6667,137.7000,0.0000,1.5679,0.5949,2.2286,0.3510
39,2024,201,2,1,311,79,347,129,81,54,29,28,43,40,92,83,1254,0,9,9,4,5,3,52,19,1,1,1,9,1,0,1,2,6,9,9,4,3,0,18,0,1,3,1,2,13.1013,0.2605,0.3324,0.4148,0.7472,9.2278,6.1519,1.0253,3.1899,0.0000,0.0000,0.4444,0.4444,3.2222,1.0000,0.0000,0.5000,4.5570,125.4000,0.0000,1.3797,0.5257,1.9286,0.2892
